COLL_GPA_AVERAGE,SHS_GPA_AVERAGE,SEX,AGE,IS_PROVINCE,IS_LIVING_WITH_FAMILY,IS_BOARDING,IS_SCHOLAR,PARENTS_MONTHLY_INCOME,FATHER_EDUC_BACKGROUND,MOTHER_EDUC_BACKGROUND,IS_GRADUATE
4.2,1.8,1,19,0,1,0,0,2,3,3,Not Completed
3.8,1.9,1,17,1,0,1,1,2,2,2,Not Completed
3.8,1.9,1,21,0,1,0,0,4,4,3,Not Completed
4.4,2.1,0,18,0,1,0,0,3,4,4,Not Completed
1.7,1.8,0,20,1,0,1,1,2,3,2,Not Completed
2.9,2.1,1,19,0,1,0,0,4,3,3,Not Completed
4.2,1.8,0,18,1,0,1,0,2,2,3,Not Completed
2,1.7,1,18,0,1,0,1,3,2,3,Not Completed
3.8,2.1,1,17,0,1,0,0,4,4,4,Not Completed
1.7,1.4,1,18,0,1,0,1,4,2,3,Not Completed
1.4,1.3,1,18,1,0,1,1,4,3,3,Completed
4.2,1.8,0,18,0,1,0,0,2,2,4,Not Completed
3.5,1.6,0,19,1,1,0,0,2,4,4,Not Completed
2.1,1.7,0,18,0,1,0,1,3,4,3,Not Completed
4.2,1.4,0,18,0,1,0,0,2,2,4,Not Completed
3.4,1.6,1,18,0,1,0,0,3,2,2,Not Completed
1.5,1.3,0,18,1,1,0,0,3,4,3,Completed
5,2.4,1,21,1,1,0,0,3,2,2,Not Completed
2.6,1.7,1,17,1,0,1,1,2,4,4,Not Completed
4.2,1.7,0,17,0,1,0,0,3,4,2,Not Completed
1.5,1.4,0,18,1,0,1,1,3,2,4,Not Completed
1.8,2.1,1,18,1,0,1,1,2,4,2,Not Completed
1.4,1.4,0,19,1,0,1,1,3,4,4,Completed
2.4,1.6,1,18,0,1,0,1,4,3,3,Not Completed
1.7,1.5,0,18,1,0,1,1,3,3,2,Not Completed
2.3,1.4,0,18,0,1,0,1,3,4,4,Not Completed
2.1,1.8,1,18,1,1,0,1,2,2,4,Not Completed
1.9,1.5,0,17,1,1,0,1,4,2,2,Not Completed
5,1.7,0,17,0,1,0,0,4,2,2,Not Completed
1.6,1.2,0,18,1,1,0,1,3,2,4,Not Completed
4.2,1.6,1,20,1,0,1,0,3,2,2,Not Completed
1.9,1.6,0,18,0,1,0,1,4,3,3,Not Completed
3.8,1.9,0,18,1,1,0,0,3,4,4,Not Completed
3.6,2,1,18,1,0,1,1,3,4,4,Not Completed
5,1.7,1,18,1,0,1,0,3,3,3,Not Completed
1.9,1.8,0,17,1,0,1,1,2,4,4,Not Completed
1.7,1.6,0,18,1,0,1,0,3,3,4,Completed
3.5,1.6,0,17,0,1,0,0,2,4,2,Not Completed
5,2.1,1,18,1,0,1,0,3,3,2,Not Completed
3.1,1.6,1,18,0,1,0,1,4,4,4,Not Completed
1.6,1.5,0,18,0,1,0,1,4,3,3,Not Completed
2.8,2,1,19,1,0,1,1,4,2,4,Not Completed
1.7,1.8,1,18,0,1,0,1,3,3,3,Not Completed
1.7,1.6,1,18,1,0,1,0,3,3,3,Completed
4.4,2.1,1,21,1,1,0,0,3,2,3,Not Completed
2.1,2,1,18,0,1,0,1,4,4,2,Completed
3.7,2,0,18,1,0,1,0,3,2,4,Not Completed
1.7,1.4,0,18,1,1,0,0,4,4,4,Completed
2.5,1.7,1,18,1,0,1,1,4,3,4,Not Completed
3.4,1.4,0,17,1,0,1,0,3,2,4,Not Completed
2.3,1.6,1,18,0,1,0,1,3,4,2,Not Completed
1.6,1.5,0,18,0,1,0,1,3,3,3,Not Completed
5,2.2,0,18,1,1,0,0,2,2,2,Not Completed
1.6,1.6,0,18,1,0,1,1,4,4,2,Completed
1.4,1.3,0,18,0,1,0,1,4,2,2,Completed
5,1.4,1,18,0,1,0,0,3,2,3,Not Completed
5,1.9,0,18,1,0,1,0,3,4,3,Not Completed
1.6,1.8,1,18,0,1,0,1,3,3,4,Not Completed
2.5,1.4,0,17,1,1,0,0,4,4,3,Not Completed
4.3,1.7,0,17,0,1,0,0,3,4,4,Not Completed
1.6,1.5,0,18,1,0,1,1,3,3,3,Completed
1.6,1.5,1,18,0,1,0,1,2,3,4,Not Completed
5,1.6,1,17,1,0,1,0,3,3,3,Not Completed
1.7,1.6,0,18,1,0,1,0,4,4,2,Completed
1.8,1.5,1,18,0,1,0,1,2,3,4,Not Completed
3.5,1.8,0,18,0,1,0,0,4,2,2,Not Completed
3.4,1.4,1,18,0,1,0,0,2,2,2,Not Completed
2.6,1.6,0,18,0,1,0,1,2,4,4,Not Completed
2.1,2,1,19,0,1,0,1,2,4,2,Not Completed
5,2,1,18,1,1,0,0,4,3,4,Not Completed
1.5,1.4,1,19,0,1,0,1,3,2,2,Completed
4.1,1.8,0,18,0,1,0,0,3,3,2,Not Completed
4.2,1.7,0,18,1,1,0,0,3,3,3,Not Completed
1.3,1.4,0,18,0,1,0,1,3,3,2,Not Completed
4.2,1.7,1,18,1,1,0,0,4,4,4,Not Completed
3.3,1.7,0,18,1,0,1,0,3,4,2,Not Completed
1.7,1.4,1,17,0,1,0,1,3,2,4,Not Completed
1.6,1.5,0,18,1,1,0,1,3,3,2,Not Completed
1.7,1.6,0,18,0,1,0,1,3,4,2,Not Completed
1.6,1.4,0,18,0,1,0,1,2,3,2,Not Completed
5,1.4,0,18,1,1,0,0,2,2,4,Not Completed
1.7,1.5,0,18,1,1,0,1,3,2,3,Not Completed
2.7,1.8,1,18,1,1,0,0,3,4,3,Completed
4.6,2.3,1,18,0,1,0,0,4,4,4,Not Completed
1.7,1.6,1,18,0,1,0,1,3,4,2,Not Completed
3.8,1.7,0,18,0,1,0,0,3,3,2,Not Completed
1.4,1.2,0,18,1,0,1,1,3,2,2,Completed
1.7,1.6,0,17,1,1,0,1,3,4,2,Not Completed
3.3,1.6,0,17,1,0,1,1,2,3,3,Not Completed
1.8,1.7,0,21,0,1,0,1,4,2,2,Not Completed
1.9,1.6,0,17,0,1,0,1,4,4,2,Not Completed
3.5,1.6,0,18,0,1,0,0,2,2,4,Completed
4.2,1.5,0,18,1,1,0,0,4,3,4,Not Completed
1.9,1.6,1,18,1,1,0,1,3,4,2,Not Completed
5,2,0,18,0,1,0,0,3,2,2,Not Completed
4.2,1.5,0,18,1,0,1,0,4,2,3,Not Completed
4.2,1.8,0,18,1,0,1,0,3,4,4,Not Completed
1.6,1.3,0,18,0,1,0,1,3,4,3,Completed
2,1.4,0,18,1,0,1,1,3,2,2,Completed
1.8,1.7,0,17,1,0,1,0,2,2,3,Completed
3.4,1.8,0,18,0,1,0,0,2,2,4,Not Completed
2.1,1.7,1,18,1,0,1,1,3,2,3,Not Completed
1.5,1.4,1,17,0,1,0,1,4,4,4,Not Completed
1.5,1.3,0,18,1,0,1,1,2,2,4,Not Completed
4.2,2,1,18,0,1,0,1,2,2,2,Not Completed
5,1.3,0,18,1,1,0,0,2,4,2,Not Completed
1.5,1.6,0,19,0,1,0,1,3,4,3,Not Completed
3.3,1.4,0,18,0,1,0,1,3,4,2,Not Completed
3.4,1.3,0,18,1,0,1,0,4,2,2,Not Completed
2.2,1.8,1,18,0,1,0,0,3,3,4,Completed
5,1.9,1,21,1,0,1,0,2,4,2,Not Completed
5,1.3,0,18,0,1,0,0,3,4,3,Not Completed
1.7,1.4,0,17,0,1,0,1,3,4,4,Not Completed
3.3,1.5,0,18,1,0,1,0,3,4,2,Not Completed
3.8,2.2,0,18,1,0,1,0,5,3,2,Not Completed
3.5,1.5,0,18,1,0,1,0,5,3,2,Not Completed
1.6,1.2,1,17,1,0,1,1,4,4,2,Completed
5,1.4,1,19,1,1,0,0,4,2,2,Not Completed
4.4,2.1,0,18,0,1,0,0,2,3,3,Not Completed
2,1.8,0,17,0,1,0,1,4,4,3,Not Completed
1.9,1.7,0,18,1,0,1,1,4,3,3,Not Completed
2.2,1.5,1,22,0,1,0,1,2,2,3,Not Completed
1.6,1.5,1,18,1,1,0,1,4,3,4,Completed
4.2,1.3,0,18,1,1,0,0,3,2,2,Not Completed
1.4,1.5,0,19,0,1,0,0,5,4,3,Completed
1.7,1.7,1,18,0,1,0,1,2,4,3,Not Completed
3.3,1.4,0,17,1,1,0,0,5,4,2,Not Completed
5,1.6,1,17,1,1,0,0,2,4,2,Not Completed
2.8,1.7,1,18,1,0,1,1,2,3,2,Not Completed
2.7,1.9,0,17,0,1,0,1,2,3,4,Not Completed
1.7,1.3,0,17,1,0,1,0,4,4,2,Not Completed
1.7,1.4,1,18,1,1,0,1,4,4,3,Not Completed
1.5,1.8,0,20,0,1,0,0,4,4,2,Completed
2.4,1.5,0,18,1,0,1,1,2,3,3,Not Completed
3.4,1.9,0,18,0,1,0,0,4,3,2,Not Completed
1.7,1.8,1,17,0,1,0,1,2,4,2,Not Completed
3.6,1.9,1,1819,1,1,0,0,3,2,3,Not Completed
4.3,2.2,1,17,1,0,1,0,4,3,2,Not Completed
3.3,1.6,1,17,0,1,0,0,4,2,2,Not Completed
1.7,1.6,1,18,1,1,0,1,2,3,4,Not Completed
3.7,2.1,1,19,0,1,0,0,3,4,4,Not Completed
1.8,2.1,0,18,1,0,1,0,2,3,3,Completed
4.6,1.9,1,18,0,1,0,0,4,3,4,Not Completed
1.6,1.8,0,17,1,1,0,1,2,3,3,Not Completed
3.3,2.5,1,18,0,1,0,0,4,4,4,Not Completed
3.3,1.8,1,18,0,1,0,1,3,3,3,Not Completed
4.3,2,1,19,0,1,0,0,2,2,2,Not Completed
2.2,2.5,1,18,0,1,0,1,4,4,3,Not Completed
2.7,2.1,1,19,1,0,1,0,3,2,3,Not Completed
4.3,2,0,18,1,0,1,0,2,4,2,Not Completed
2.1,1.8,1,18,1,0,1,0,4,2,3,Not Completed
1.6,2.6,1,18,1,0,1,1,4,2,4,Completed
2,2,1,21,0,1,0,0,3,3,2,Completed
2.4,2.2,1,19,0,1,0,1,4,2,3,Completed
1.8,1.7,1,18,0,1,0,1,4,2,4,Not Completed
3.4,1.7,0,20,0,1,0,0,4,2,3,Not Completed
1.9,1.8,0,18,0,1,0,0,4,3,3,Completed
2.8,1.6,0,18,0,1,0,1,2,3,4,Not Completed
1.7,2,1,18,1,0,1,0,2,2,2,Completed
1.9,2.1,0,18,0,1,0,0,2,4,4,Completed
4.2,1.8,0,17,1,1,0,0,4,2,3,Not Completed
2.4,2.2,1,18,0,1,0,1,4,3,3,Not Completed
5,1.7,1,18,1,0,1,0,4,2,3,Not Completed
2.1,2.2,1,18,0,1,0,1,2,3,2,Not Completed
2.3,1.9,1,18,0,1,0,1,4,4,2,Not Completed
5,1.4,1,22,0,1,0,0,3,3,4,Not Completed
1.8,1.6,0,18,0,1,0,1,4,4,2,Not Completed
1.7,1.4,0,17,1,1,0,1,3,3,3,Completed
1.8,2.2,1,20,1,0,1,1,2,2,4,Not Completed
2,1.8,0,18,1,1,0,0,3,2,2,Completed
2,2,1,18,0,1,0,1,2,3,4,Not Completed
3.7,1.6,1,18,0,1,0,1,3,3,3,Not Completed
1.9,1.6,0,18,0,1,0,0,3,4,2,Completed
1.6,1.6,0,18,0,1,0,1,4,4,4,Not Completed
2.3,1.7,0,20,1,0,1,0,4,2,3,Completed
5,1.7,1,18,0,1,0,0,2,2,4,Not Completed
1.5,1.3,0,18,1,1,0,1,3,2,3,Not Completed
5,2.3,1,19,0,1,0,0,3,4,4,Not Completed
4.2,1.5,1,18,1,1,0,0,4,4,4,Not Completed
1.6,1.5,0,17,1,0,1,1,2,2,3,Completed
4.3,1.6,0,18,0,1,0,0,4,2,4,Not Completed
1.9,2.2,1,21,1,0,1,1,2,4,4,Not Completed
4.3,1.9,0,19,1,0,1,0,4,4,3,Not Completed
2.2,2.2,1,18,0,1,0,1,2,3,2,Not Completed
3.8,2,1,18,0,1,0,0,4,3,3,Not Completed
2.5,1.8,1,18,0,1,0,1,4,4,2,Not Completed
2.8,1.7,0,18,0,1,0,1,2,2,4,Not Completed
5,2.1,1,18,1,0,1,0,2,3,2,Not Completed
5,2.1,0,21,1,0,1,0,4,3,3,Not Completed
1.9,1.8,0,18,0,1,0,1,2,2,3,Not Completed
3.7,2.1,1,18,0,1,0,0,4,3,3,Not Completed
1.7,1.2,1,18,1,0,1,1,4,3,2,Completed
1.6,1.7,0,17,0,1,0,1,2,2,3,Not Completed
5,1.8,0,17,1,1,0,0,4,4,3,Not Completed
1.9,1.9,0,17,0,1,0,1,2,4,2,Not Completed
5,1.5,0,18,1,1,0,0,4,4,3,Not Completed
1.7,1.6,0,18,1,0,1,0,4,2,4,Completed
2.3,2.3,1,19,1,1,0,1,3,3,2,Not Completed
2.5,1.9,1,19,0,1,0,1,4,4,2,Not Completed
1.7,1.5,0,18,0,1,0,0,4,3,3,Completed
2.2,2.2,1,18,1,1,0,1,2,2,4,Completed
4.3,2,1,19,0,1,0,0,2,2,3,Not Completed
2.1,1.7,1,18,0,1,0,1,2,2,2,Not Completed
4.3,1.8,0,18,0,1,0,0,2,2,3,Not Completed
1.7,1.5,0,17,0,1,0,1,2,2,4,Not Completed
1.8,1.9,1,17,0,1,0,1,3,3,3,Completed
2.3,1.8,1,18,1,0,1,1,4,2,3,Not Completed
5,1.9,0,19,0,1,0,0,2,3,4,Not Completed
2.7,1.5,0,19,0,1,0,0,2,2,3,Not Completed
1.9,1.5,1,18,1,1,0,1,2,4,4,Not Completed
5,1.6,0,17,0,1,0,0,4,2,3,Not Completed
1.4,1.4,0,18,1,1,0,1,3,2,4,Completed
4.2,2,1,17,0,1,0,0,2,3,4,Not Completed
1.6,1.4,1,18,1,0,1,1,2,4,2,Completed
2.2,1.8,1,1819,1,1,0,1,3,3,4,Not Completed
5,2,1,18,1,0,1,0,2,2,4,Not Completed
2.5,2.1,1,18,1,0,1,1,3,3,3,Not Completed
5,1.8,1,17,0,1,0,0,2,4,2,Not Completed
1.5,1.6,1,17,1,1,0,0,4,4,2,Completed
5,2,1,18,1,0,1,0,2,4,4,Not Completed
5,2.4,1,18,1,0,1,0,4,3,3,Not Completed
1.7,1.6,0,18,1,0,1,0,3,2,2,Not Completed
4.2,1.9,0,18,1,0,1,0,2,4,3,Not Completed
1.8,1.7,0,18,1,1,0,1,4,4,3,Completed
1.8,1.7,0,19,1,0,1,1,2,3,4,Not Completed
2.8,2,1,17,1,1,0,1,4,4,3,Not Completed
2.5,1.5,0,17,1,1,0,0,2,4,2,Not Completed
5,2,1,21,0,1,0,0,4,2,2,Not Completed
1.9,1.7,0,18,1,0,1,0,3,4,4,Not Completed
2.7,2.2,0,19,1,1,0,0,4,2,4,Not Completed
3.8,2,1,18,0,1,0,0,2,4,4,Not Completed
3.6,1.8,1,18,0,1,0,0,3,2,2,Not Completed
3.5,1.6,0,19,0,1,0,0,3,2,3,Not Completed
1.9,1.6,0,17,0,1,0,1,4,2,2,Completed
5,1.7,1,18,1,1,0,0,4,2,3,Not Completed
3.4,2,0,18,0,1,0,1,4,2,4,Not Completed
3,1.9,1,18,0,1,0,1,4,3,3,Not Completed
5,2.2,0,18,1,0,1,0,3,2,3,Not Completed
2.9,2.2,1,19,1,1,0,0,3,3,4,Not Completed
2.8,1.9,0,18,0,1,0,1,2,4,2,Not Completed
4.2,2.1,0,18,0,1,0,0,4,4,4,Not Completed
1.4,1.6,0,18,0,1,0,1,4,4,3,Completed
3,2.1,0,17,0,1,0,0,2,2,2,Not Completed
2,1.8,1,17,0,1,0,1,3,2,4,Not Completed
5,1.6,0,17,0,1,0,0,2,4,2,Not Completed
2,1.8,1,17,1,0,1,1,2,4,2,Not Completed
3.6,1.9,0,17,1,0,1,0,5,4,4,Not Completed
3.1,1.9,1,18,1,0,1,1,4,4,4,Not Completed
2.1,2,1,18,1,0,1,1,3,2,3,Not Completed
1.9,1.8,0,19,1,0,1,1,2,2,3,Not Completed
2.2,2.1,1,18,0,1,0,1,4,2,2,Not Completed
2.1,1.6,1,18,1,0,1,1,3,2,4,Not Completed
2.4,1.6,1,18,1,1,0,1,2,3,3,Not Completed
2,1.8,1,17,0,1,0,1,5,2,3,Not Completed
5,2.3,1,18,0,1,0,0,2,4,4,Not Completed
5,2.2,1,18,0,1,0,0,5,4,4,Not Completed
1.6,1.6,0,17,1,1,0,1,4,4,3,Not Completed
2.8,2,0,18,1,1,0,0,5,4,2,Not Completed
2.4,2,1,18,0,1,0,1,5,4,2,Not Completed
2.2,2.1,1,18,0,1,0,1,5,3,4,Not Completed
5,1.7,1,17,0,1,0,0,3,3,2,Not Completed
4.3,1.8,0,17,0,1,0,0,5,3,4,Not Completed
3.4,1.7,1,18,0,1,0,0,5,3,4,Not Completed
5,2.2,1,20,0,1,0,0,5,3,4,Not Completed
1.6,1.6,0,18,0,1,0,1,4,3,4,Not Completed
2.7,1.6,0,19,1,0,1,0,3,3,4,Not Completed
5,1.9,1,19,1,1,0,0,4,2,2,Not Completed
1.8,1.8,0,18,1,0,1,1,4,2,2,Not Completed
